"x"
"1" "https://fbref.com/en/players/3bb7b8b4/Ederson"
"2" "https://fbref.com/en/players/bd6351cd/Joao-Cancelo"
"3" "https://fbref.com/en/players/6434f10d/Rodri"
"4" "https://fbref.com/en/players/3eb22ec9/Bernardo-Silva"
"5" "https://fbref.com/en/players/119b9a8e/Aymeric-Laporte"
"6" "https://fbref.com/en/players/31c69ef1/Ruben-Dias"
"7" "https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne"
"8" "https://fbref.com/en/players/ed1e53f3/Phil-Foden"
"9" "https://fbref.com/en/players/b400bde0/Raheem-Sterling"
"10" "https://fbref.com/en/players/b0b4fd3e/Jack-Grealish"
"11" "https://fbref.com/en/players/b66315ae/Gabriel-Jesus"
"12" "https://fbref.com/en/players/819b3158/Ilkay-Gundogan"
"13" "https://fbref.com/en/players/86dd77d1/Kyle-Walker"
"14" "https://fbref.com/en/players/892d5bb1/Riyad-Mahrez"
"15" "https://fbref.com/en/players/5eecec3d/John-Stones"
"16" "https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko"
"17" "https://fbref.com/en/players/101da2b5/Fernandinho"
"18" "https://fbref.com/en/players/eaeca114/Nathan-Ake"
"19" "https://fbref.com/en/players/9e1035f8/Ferran-Torres"
"20" "https://fbref.com/en/players/dc7f8a28/Cole-Palmer"
"21" "https://fbref.com/en/players/42130443/Zack-Steffen"
"22" "https://fbref.com/en/players/5271c8f1/Benjamin-Mendy"
"23" "https://fbref.com/en/players/96593e89/James-Mcatee"
"24" "https://fbref.com/en/players/dd897ee7/Liam-Delap"
"25" "https://fbref.com/en/players/17734ea0/Kayky-Chagas"
"26" "https://fbref.com/en/players/d313e8ff/CJ-Egan-Riley"
"27" "https://fbref.com/en/players/3e1550ee/Scott-Carson"
"28" "https://fbref.com/en/players/5526deb1/Thomas-Doyle"
"29" "https://fbref.com/en/players/007414dd/Samuel-Edozie"
"30" "https://fbref.com/en/players/ecad9aa5/Romeo-Lavia"
"31" "https://fbref.com/en/players/387e1d35/Luke-Mbete-Tatu"
"32" "https://fbref.com/en/players/02aed921/Cieran-Slicker"
"33" "https://fbref.com/en/players/c19a2df1/Josh-Wilson-Esbrand"
