"x"
"1" "https://www.transfermarkt.com/england/startseite/verein/3299"
"2" "https://www.transfermarkt.com/frankreich/startseite/verein/3377"
"3" "https://www.transfermarkt.com/brasilien/startseite/verein/3439"
"4" "https://www.transfermarkt.com/deutschland/startseite/verein/3262"
"5" "https://www.transfermarkt.com/portugal/startseite/verein/3300"
"6" "https://www.transfermarkt.com/spanien/startseite/verein/3375"
"7" "https://www.transfermarkt.com/argentinien/startseite/verein/3437"
"8" "https://www.transfermarkt.com/niederlande/startseite/verein/3379"
"9" "https://www.transfermarkt.com/uruguay/startseite/verein/3449"
"10" "https://www.transfermarkt.com/serbien/startseite/verein/3438"
"11" "https://www.transfermarkt.com/kroatien/startseite/verein/3556"
"12" "https://www.transfermarkt.com/belgien/startseite/verein/3382"
"13" "https://www.transfermarkt.com/senegal/startseite/verein/3499"
"14" "https://www.transfermarkt.com/danemark/startseite/verein/3436"
"15" "https://www.transfermarkt.com/polen/startseite/verein/3442"
"16" "https://www.transfermarkt.com/schweiz/startseite/verein/3384"
"17" "https://www.transfermarkt.com/marokko/startseite/verein/3575"
"18" "https://www.transfermarkt.com/vereinigte-staaten/startseite/verein/3505"
"19" "https://www.transfermarkt.com/ghana/startseite/verein/3441"
"20" "https://www.transfermarkt.com/kanada/startseite/verein/3510"
"21" "https://www.transfermarkt.com/kamerun/startseite/verein/3434"
"22" "https://www.transfermarkt.com/wales/startseite/verein/3864"
"23" "https://www.transfermarkt.com/mexiko/startseite/verein/6303"
"24" "https://www.transfermarkt.com/ecuador/startseite/verein/5750"
"25" "https://www.transfermarkt.com/australien/startseite/verein/3433"
"26" "https://www.transfermarkt.com/tunesien/startseite/verein/3670"
"27" "https://www.transfermarkt.com/saudi-arabien/startseite/verein/3807"
"28" "https://www.transfermarkt.com/japan/startseite/verein/3435"
"29" "https://www.transfermarkt.com/sudkorea/startseite/verein/3589"
"30" "https://www.transfermarkt.com/katar/startseite/verein/14162"
"31" "https://www.transfermarkt.com/costa-rica/startseite/verein/8497"
"32" "https://www.transfermarkt.com/iran/startseite/verein/3582"
