fecha_hora,estadio_locaclidad,local,visita,resultado,goles local,goles_visita
"28 de septiembre de 2015, 20:00","El Teniente, Rancagua","O'Higgins","Audax Italiano","3:2 (1:0)","Muñoz  21'

Lezcano  56' ,  81'","Mora  74'

Pol  77'  (pen.)"
"9 de agosto de 2015, 15:00","Lucio Fariña Fernández, Quillota","San Luis","Santiago Wanderers","0:1 (0:1)","","Fernández  45+2'"
"15 de agosto de 2015, 20:30","Municipal, Santiago (La Florida)","Audax Italiano","Deportes Antofagasta","0:0","",""
"5 de diciembre de 2015, 15:30","El Cobre, El Salvador","Cobresal","Unión Española","3:1 (1:1)","López  11'  (pen.)

González  80'

Valenzuela  88'","Mancilla  15'"
"7 de noviembre de 2015, 15:00","Nicolás Chahuán Nazar, La Calera","Unión La Calera","San Luis","0:2 (0:1)","","Escobar  39'

Pacheco  83'  (pen.)"
"31 de octubre de 2015, 18:30","El Teniente, Rancagua","O'Higgins","Deportes Antofagasta","1:1 (1:0)","Droguett  20'","Ivanobski  73'"
"24 de octubre de 2015, 15:00","Tierra de Campeones, Iquique","Deportes Iquique","Deportes Antofagasta","1:1 (0:0)","Villalobos  81'","Delfino  67'"
"26 de octubre de 2015, 20:30","Municipal, Santiago (La Florida)","Audax Italiano","Universidad de Concepción","2:1 (0:0)","Valdés  70'

Mora  72'","Fritz  58'"
"26 de septiembre de 2015, 20:30","Calvo y Bascuñán, Antofagasta","Deportes Antofagasta","San Marcos de Arica","0:1 (0:0)","","Bubas  69'"
"25 de septiembre de 2015, 21:00","Tierra de Campeones, Iquique","Deportes Iquique","Palestino","0:2 (0:0)","","Riquelme  49'

Maturana  66'"
"3 de octubre de 2015, 12:30","Municipal, Santiago (La Cisterna)","Palestino","O'Higgins","1:0 (1:0)","Maturana  4'",""
"26 de septiembre de 2015, 18:00","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","Unión La Calera","3:0 [5]​","Muñoz  10'",""
"29 de noviembre de 2015, 16:00","Monumental, Santiago (Macul)","Colo-Colo","Universidad de Concepción","1:0 (1:0)","Rodríguez  43'",""
"3 de diciembre de 2015, 20:00","Lucio Fariña Fernández, Quillota","San Luis","Deportes Antofagasta","1:2 (0:0)","Sagredo  67'","Lorca  48'

Gómez  84'  (a.g.)"
"26 de noviembre de 2015, 19:30","Calvo y Bascuñán, Antofagasta","Deportes Antofagasta","Santiago Wanderers","2:2 (0:2)","Martínez  60'

Dituro  90+3'","Rosales  13'

Fernández  33'"
"7 de noviembre de 2015, 17:30","Monumental, Santiago (Macul)","Colo-Colo","O'Higgins","2:1 (2:1)","Paredes  5' ,  19'","Zelaya  45+4'"
"14 de agosto de 2015, 21:00","Tierra de Campones, Iquique","Deportes Iquique","O'Higgins","2:5 (1:4)","Dávila  34'

González  61'  (a.g.)","Acevedo  6'

Calandria  19'

Fernández  31' ,  53'

Leal  42'"
"22 de agosto de 2015, 20:00","Lucio Fariña Fernández, Quillota","San Luis","Audax Italiano","0:0","",""
"1 de noviembre de 2015, 18:30","Municipal, Santiago (La Florida)","Audax Italiano","Santiago Wanderers","1:1 (0:0)","Vallejos  64'","Muñoz  53'"
"6 de diciembre de 2015, 17:00","Municipal, Santiago (La Florida)","Audax Italiano","Universidad Católica","1:0 (1:0)","Silva  7'",""
"25 de julio de 2015, 20:30","Lucio Fariña Fernández, Quillota","Unión La Calera","O'Higgins","1:0 (1:0)","Vidal  25'",""
"23 de agosto de 2015, 20:00","San Carlos, Santiago (Las Condes)","Universidad Católica","Universidad de Concepción","2:1 (1:0)","Lobos  31'

González  50'","Huentelaf  87'"
"31 de octubre de 2015, 16:00","Municipal de Yumbel, Yumbel","Universidad de Concepción","Deportes Iquique","1:1 (1:0)","Lepe  43'","Dávila  53'"
"28 de agosto de 2015, 20:00","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","Huachipato","3:1 (2:1)","Fernández  9' ,  63'

Ramos  28'","Vázquez  36'"
"27 de julio de 2015, 20:00","Municipal, Santiago (La Florida)","Audax Italiano","Palestino","1:1 (1:0)","Pol  26'","Valenzuela  57'"
"29 de agosto de 2015, 21:00","Tierra de Campeones, Iquique","Deportes Iquique","San Luis","2:1 (1:1)","Dávila  1'

Villalobos  57'","Césped  28'"
"31 de agosto de 2015, 20:00","El Teniente, Rancagua","O'Higgins","San Marcos de Arica","3:1 (0:0)","Calandria  52' ,  83'

Lezcano  69'","Vásquez  77'"
"19 de octubre de 2015, 20:00","Santa Laura, Santiago (Independencia)","Unión Española","Unión La Calera","4:0 (2:0)","Ferreyra  1'

Salom  10'

Mirosevic  46'

Hernández  48'",""
"29 de agosto de 2015, 18:30","Nicolás Chahuán Nazar, La Calera","Unión La Calera","Audax Italiano","1:2 (0:0)","Silva  58'","Vallejos  53'

Cornejo  73'"
"6 de septiembre de 2015, 15:00 [3]​","Calvo y Bascuñán, Antofagasta","Deportes Antofagasta","Universidad de Concepción","1:4 (0:1)","Riquelme  55'","Guastavino  42' ,  51'

Reynero  81'

Manríquez  84'"
"4 de octubre de 2015, 20:30","Municipal, Santiago (La Florida)","Audax Italiano","Deportes Iquique","2:1 (1:1)","Mora  33'

Cornejo  84'","Bogado  24'  (pen.)"
"14 de septiembre de 2015, 22:00","Carlos Dittborn, Arica","San Marcos de Arica","Universidad de Concepción","4:1 (3:0)","Jelves  28'

Orellana  37'

Corral  40'  (pen.)

Fagundez  62'","Manríquez  71'"
"21 de noviembre de 2015, 21:00","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","Unión Española","1:2 (1:1)","Fernández  16'","Salom  13'

Harbottle  84'"
"19 de agosto de 2015, 16:30 [2]​","El Teniente, Rancagua","O'Higgins","Universidad de Chile","2:2 (1:1)","Lezcano  24'

Calandria  78'  (pen.)","Canales  44'  (pen.),  55'"
"26 de julio de 2015, 19:30","Nacional, Santiago (Ñuñoa)","Universidad de Chile","Deportes Antofagasta","1:1 (0:1)","Ubilla  86'","Aguirre  43'"
"29 de noviembre de 2015, 21:30","Santa Laura, Santiago (Independencia)","Unión Española","Deportes Iquique","3:0 (3:0)","Abán  4'

Salom  7'  (pen.)

Harbottle  20'",""
"30 de agosto de 2015, 20:00","Santa Laura, Santiago (Independencia)","Unión Española","Universidad Católica","2:0 (1:0)","Berardo  22'

López  89'",""
"6 de noviembre de 2015, 16:30","Calvo y Bascuñán, Antofagasta","Deportes Antofagasta","Palestino","0:2 (0:0)","","Leyton  58'  (a.g.)

Riquelme  81'"
"7 de agosto de 2015, 20:00","CAP, Talcahuano","Huachipato","Deportes Iquique","2:1 (0:1)","Otero  76'

Arrué  86'","Bogado  40'"
"5 de diciembre de 2015, 18:00","Nacional, Santiago (Ñuñoa)","Universidad de Chile","Huachipato","2:1 (2:0)","Ubilla  17'

Valencia  31'","Vázquez  90+4'"
"21 de noviembre de 2015, 18:30","Nacional, Santiago (Ñuñoa)","Palestino","Colo-Colo","2:0 (1:0)","Meza  20'

Cortés  53'",""
"23 de agosto de 2015, 15:00","Carlos Dittborn, Arica","San Marcos de Arica","Universidad de Chile","0:1 (0:1)","","Canales  4'"
"12 de septiembre de 2015, 15:30","El Cobre, El Salvador","Cobresal","Deportes Iquique","1:2 (1:1)","López  33'","Villalobos  44'

Pinares  54'"
"22 de agosto de 2015, 12:30","Municipal, Santiago (La Cisterna)","Palestino","Cobresal","3:1 (2:0)","Cortés  14' ,  29'

Riquelme  58'","Silva  90+2'"
"9 de noviembre de 2015, 21:00","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","Universidad de Concepción","1:2 (1:1)","Rosales  6'","Ponce  26'

Manríquez  81'"
"16 de octubre de 2015, 20:00","Lucio Fariña Fernández, Quillota","San Luis","Palestino","6:2 (4:1)","Fiorina  8' ,  42'

Meneses  36'

Escobar  40' ,  49'

Sagredo  74'","Cortés  16'

Zacaría  50'"
"3 de octubre de 2015, 18:00","Nacional, Santiago (Ñuñoa)","Universidad de Chile","Unión Española","1:1 (1:0)","Pinilla  42'","Salom  54'"
"26 de julio de 2015, 14:30","Municipal de Yumbel, Yumbel","Universidad de Concepción","Huachipato","2:0 (2:0)","Reynero  2'

Fritz  11'",""
"15 de agosto de 2015, 15:30","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","Universidad Católica","2:2 (1:2)","C. González  26'

Ramos  80'","Costa  23'

M. González  37'  (pen.)"
"15 de agosto de 2015, 18:00","Nicolás Chahuán Nazar, La Calera","Unión La Calera","San Marcos de Arica","1:4 (1:1)","Vidal  28'  (pen.)","Casanova  13'

Corral  53'  (pen.)

Gularte  78' ,  89'"
"30 de agosto de 2015, 15:00","Calvo y Bascuñán, Antofagasta","Deportes Antofagasta","Colo-Colo","0:1 (0:1)","","Delgado  38'"
"22 de noviembre de 2015, 19:00","Tierra de Campeones, Iquique","Deportes Iquique","San Marcos de Arica","2:1 (2:1)","Herrera  6'

Dávila  45'","Corral  27'  (pen.)"
"22 de noviembre de 2015, 16:00","Nacional, Santiago (Ñuñoa)","Universidad de Chile","Universidad Católica","2:2 (0:0)","Rubio  61'

Herrera  66'  (pen.)","González  82'  (pen.)

Ríos  89'"
"14 de septiembre de 2015, 19:30","Monumental, Santiago (Macul)","Colo-Colo","Unión La Calera","3:1 (3:0)","Beausejour  6'

Paredes  25'

Fierro  41'","Bajter  64'"
"15 de octubre de 2015, 15:00","El Cobre, El Salvador","Cobresal","Audax Italiano","1:2 (0:2)","Cantero  78'","Valdés  2'

Santos  44'"
"7 de noviembre de 2015, 12:30","Elías Figueroa Brander, Valparaíso","Deportes Iquique","Universidad de Chile","5:3 (1:2)","Pinares  33'  (pen.)

Herrera  53' ,  90+2'

Dávila  62'

Soza  82'","Valencia  10'

Rodríguez  38'

Magalhães  67'"
"24 de octubre de 2015, 17:30","Nacional, Santiago (Ñuñoa)","Universidad de Chile","Santiago Wanderers","0:1 (0:1)","","Muñoz  42'  (pen.)"
"2 de noviembre de 2015, 20:00","Lucio Fariña Fernández, Quillota","San Luis","Huachipato","2:3 (0:1)","Fiorina  46' ,  58'","Sagal  4' ,  54'

Duma  61'"
"25 de julio de 2015, 12:30","Santa Laura, Santiago (Independencia)","Unión Española","Colo-Colo","1:2 (1:2)","Mirosevic  11'","Rodríguez  23' ,  33'"
"6 de septiembre de 2015, 17:30 [4]​","San Carlos, Santiago (Las Condes)","Universidad Católica","Unión La Calera","3:1 (0:1)","Bravo  54'

González  59' ,  82'","Arrúa  19'"
"17 de octubre de 2015, 12:30","Calvo y Bascuñán, Antofagasta","Deportes Antofagasta","Universidad Católica","2:1 (1:0)","Aguirre  3'

González  52'","Ríos  59'"
"4 de octubre de 2015, 15:30","El Cobre, El Salvador","Cobresal","Santiago Wanderers","2:0 (1:0)","Fuentes  25'

Benítez  65'",""
"30 de octubre de 2015, 22:00","Carlos Dittborn, Arica","San Marcos de Arica","Unión Española","1:1 (0:1)","Orellana  74'","Méndez  29'"
"29 de noviembre de 2015, 19:00","Lucio Fariña Fernández, Quillota","Unión La Calera","Universidad de Chile","1:0 (0:0)","Vidal  57'",""
"25 de octubre de 2015, 12:00","CAP, Talcahuano","Huachipato","Colo-Colo","1:2 (0:0)","Parraguez  73'","Vecchio  48'

Paredes  82'  (pen.)"
"17 de agosto de 2015, 13:30","Municipal de Yumbel, Yumbel","Universidad de Concepción","Palestino","1:0 (0:0)","Manríquez  56'  (pen.)",""
"15 de agosto de 2015, 12:30","Santa Laura, Santiago (Independencia)","Unión Española","Huachipato","2:2 (2:1)","Saavedra  7'

Salom  8'","Merlo  3'

Parraguez  84'"
"25 de julio de 2015, 18:00","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","San Marcos de Arica","1:1 (1:0)","Ramos  13'","Orellana  90+2'"
"11 de enero de 2016, 18:00","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","Colo-Colo","2:1 (2:1)","Ramos  27' ,  42'","Paredes  18'"
"30 de agosto de 2015, 17:30","Nacional, Santiago (Ñuñoa)","Universidad de Chile","Palestino","4:4 (2:1)","Canales  22'

Pinilla  41'

Suárez  77'

Benegas  81'","Riquelme  33' ,  46'

Paredes  67'

Cortés  72'  (pen.)"
"14 de septiembre de 2015, 15:30","Municipal, Santiago (La Cisterna)","Palestino","Santiago Wanderers","2:0 (0:0)","Riquelme  46' ,  90+4'",""
"6 de septiembre de 2015, 12:00 [1]​","El Cobre, El Salvador","Cobresal","San Luis","2:1 (0:0)","Benítez  55' ,  68'","Escobar  58'"
"12 de septiembre de 2015, 18:00","CAP, Talcahuano","Huachipato","Deportes Antofagasta","1:0 (0:0)","Véjar  48'",""
"15 de septiembre de 2015, 20:00","Municipal, Santiago (La Florida)","Audax Italiano","Universidad de Chile","3:1 (1:0)","Rodríguez  20'  (a.g.)

Mora  75' ,  80'","Castro  78'"
"24 de octubre de 2015, 12:30","Santa Laura, Santiago (Independencia)","Unión Española","O'Higgins","1:2 (1:1)","Berardo  30'","Lezcano  24'

Zelaya  90+1'"
"27 de septiembre de 2015, 16:00","Elías Figueroa Brander, Valparaíso","San Luis","Colo-Colo","0:1 (0:0)","","Fierro  52'  (pen.)"
"9 de agosto de 2015, 20:00","Municipal, Santiago (La Florida)","Palestino","Unión Española","2:1 (1:0)","Riquelme  15'

Cortés  60'","Saavedra  83'"
"29 de agosto de 2015, 12:30","Municipal de Yumbel, Yumbel","Universidad de Concepción","Cobresal","3:1 (0:1)","Vargas  62'

Churín  69'

Troncoso  85'","Cantero  29'"
"26 de noviembre de 2015, 22:00","Carlos Dittborn, Arica","San Marcos de Arica","Audax Italiano","0:1 (0:0)","","Valdés  64'"
"13 de septiembre de 2015, 15:30","San Carlos, Santiago (Las Condes)","Universidad Católica","O'Higgins","5:0 (3:0)","Llanos  10' ,  54'

Maripán  33' ,  61'

Fuentes  43'",""
"23 de noviembre de 2015, 17:00","Municipal de Yumbel, Yumbel","Universidad de Concepción","Unión La Calera","1:2 (1:1)","Serrano  5'  (a.g.)","Vidal  15'

Camargo  78'  (a.g.)"
"31 de octubre de 2015, 12:00","Monumental, Santiago (Macul)","Colo-Colo","Universidad de Chile","2:0 (1:0)","Beausejour  35'

Paredes  81'",""
"26 de septiembre de 2015, 15:30","CAP, Talcahuano","Huachipato","Universidad Católica","0:1 (0:1)","","Bravo  18'"
"3 de octubre de 2015, 15:30","Municipal de Yumbel, Yumbel","Universidad de Concepción","San Luis","1:0 (0:0)","Troncoso  87'",""
"29 de noviembre de 2015, 16:00","San Carlos, Santiago (Las Condes)","Universidad Católica","San Luis","1:0 (0:0)","Álvarez  54'",""
"15 de octubre de 2015, 20:00","El Teniente, Rancagua","O'Higgins","Huachipato","1:0 (1:0)","Calandria  20'  (pen.)",""
"24 de agosto de 2015, 20:00","Calvo y Bascuñán, Antofagasta","Deportes Antofagasta","Unión Española","0:2 (0:1)","","Salom  20'

Saavedra  73'"
"17 de octubre de 2015, 15:00","Elías Figueroa Brander, Valparaíso","Santiago Wanderers","Deportes Iquique","2:2 (1:0)","Fernández  16' ,  56'","Riquero  80' ,  90+4'"
"9 de noviembre de 2015, 18:30","Santa Laura, Santiago (Independencia)","Unión Española","Audax Italiano","3:2 (0:0)","Mirosevic  85'

Flores  90+1'

Salom  90+4'  (pen.)","Drocco  66'  (pen.)

Valdés  81'"
"1 de noviembre de 2015, 12:00","Municipal, Santiago (La Cisterna)","Palestino","Unión La Calera","1:1 (1:0)","Riquelme  16'","Vidal  47'"
"2 de octubre de 2015, 22:00","Carlos Dittborn, Arica","San Marcos de Arica","Huachipato","2:0 (1:0)","Fagundez  21'

Corral  57'",""
"20 de noviembre de 2015, 21:00","Municipal, Santiago (La Florida)","Audax Italiano","Huachipato","2:2 (0:0)","Vallejos  52'

Santos  75'","Duma  57'

Parraguez  62'"
"16 de agosto de 2015, 15:30","La Portada, La Serena","Cobresal","Colo-Colo","2:3 (2:1)","Cantero  34'  (pen.),  40'","Vecchio  5'

Pavez  59'

Valdés  75'"
"26 de septiembre de 2015, 12:30","Santa Laura, Santiago (Independencia)","Unión Española","Universidad de Concepción","2:4 (1:3)","Salom  41'

Ferreyra  86'","Vargas  32' ,  90+3'

Huentelaf  35' ,  44'"
"22 de agosto de 2015, 15:00","CAP, Talcahuano","Huachipato","Unión La Calera","1:1 (0:0)","Santander  48'","Ruiz  87'"
"7 de noviembre de 2015, 20:00","CAP, Talcahuano","Huachipato","Cobresal","2:0 (1:0)","Duma  27'

Sagal  88'",""
"24 de octubre de 2015, 22:30","Carlos Dittborn, Arica","San Marcos de Arica","San Luis","0:1 (0:1)","","Fiorina  40'"
"22 de agosto de 2015, 17:30","El Teniente, Rancagua","O'Higgins","Santiago Wanderers","1:0 (1:0)","Calandria  44'  (pen.)",""
"6 de noviembre de 2015, 19:00","San Carlos, Santiago (Las Condes)","Universidad Católica","San Marcos de Arica","5:1 (2:0)","Gutiérrez  1' ,  69'

Vargas  33' ,  47' ,  71'","Corral  84'"
"16 de agosto de 2015, 18:00","Nacional, Santiago (Ñuñoa)","Universidad de Chile","San Luis","4:2 (1:1)","Canales  21'

Ubilla  54' ,  64'

Rubio  76'","Césped  24'

Escobar  78'"
"5 de diciembre de 2015, 21:30","Tierra de Campeones, Iquique","Deportes Iquique","Unión La Calera","1:1 (0:0)","Soza  66'","Jeraldino  84'"
"4 de octubre de 2015, 12:00","San Carlos, Santiago (Las Condes)","Universidad Católica","Colo-Colo","2:1 (1:0)","Llanos  45'

Gutiérrez  90+6'","Valdés  88'"
"22 de noviembre de 2015, 21:30","Lucio Fariña Fernández, Quillota","San Luis","O'Higgins","2:1 (1:0)","Zúñiga  42'  (pen.)

Escobar  82'","Lezcano  65'"
"4 de octubre de 2015, 18:00","Nicolás Chahuán Nazar, La Calera","Unión La Calera","Deportes Antofagasta","2:0 (0:0)","Bajter  81'

Guardia  90+2'",""
"30 de noviembre de 2015, 18:30","CAP, Talcahuano","Huachipato","Palestino","0:0","",""
"1 de noviembre de 2015, 16:00","El Cobre, El Salvador","Cobresal","Universidad Católica","2:5 (1:3)","López  17'

Cantero  55'  (pen.)","Gutiérrez  15'  (pen.),  26' ,  75'

Fuentes  45+1' ,  73'"
"21 de noviembre de 2015, 16:00","El Cobre, El Salvador","Cobresal","Deportes Antofagasta","3:1 (1:0)","Maldonado  44'

Fuentes  54' ,  72'","Aguirre  84'"
