fecha_hora,estadio_locaclidad,local,visita,resultado,goles local,goles_visita
"31 de marzo de 2017, 19:30","Calvo y Bascuñán, Antofagasta",Deportes Antofagasta,Unión Española,1:1 (1:1),Ampuero  35',Salom  37'
"19 de febrero de 2017, 18:00","Lucio Fariña Fernández, Quillota",San Luis,Everton,1:1 (1:0),Escobar  32',Zúñiga  51'
"2 de abril de 2017, 12:00","Cavancha, Iquique",Deportes Iquique,Colo-Colo,3:2 (1:1),"Garcés  23'  (a.g.)

Ramos  53' ,  82'","Rivero  16' ,  70'"
"18 de marzo de 2017, 16:00","Calvo y Bascuñán, Antofagasta",Deportes Antofagasta,Santiago Wanderers,1:1 (0:0),Ampuero  70',Muñoz  86'
"22 de abril de 2017, 12:00","Cavancha, Iquique",Deportes Iquique,Unión Española,2:2 (0:2),"Riquero  54'

Reynero  90+2'","Pinares  17'

Churín  30'  (pen.)"
"30 de abril de 2017, 12:00","El Teniente, Rancagua",O'Higgins,San Luis,2:1 (0:0),"Márquez  55'

Insaurralde  90+3'",Santander  87'
"17 de marzo de 2017, 21:00","Sausalito, Viña del Mar",Everton,Universidad de Concepción,2:0 (0:0),"Echeverría  50'

Morelo  82'",
"16 de abril de 2017, 20:30","Municipal, Santiago (La Florida)",Audax Italiano,Universidad Católica,5:2 (1:1),"Miño  38'

Riquelme  48' ,  53' ,  72'

Cortes  82'","Noir  45'

Álvarez  90'"
"5 de marzo de 2017, 20:30","Lucio Fariña Fernández, Quillota",San Luis,Deportes Antofagasta,0:5 (0:0),,"Carvallo  49' ,  52'

Salinas  58' ,  70'

Harbottle  84'"
"12 de marzo de 2017, 12:00","Huachipato-CAP Acero, Talcahuano",Huachipato,O'Higgins,0:2 (0:1),,"Calandria  18'

Bizama  60'  (a.g.)"
"8 de abril de 2017, 15:30","Huachipato-CAP Acero, Talcahuano",Huachipato,Deportes Antofagasta,0:00,,
"18 de febrero de 2017, 17:30","Municipal, Santiago (La Cisterna)",Palestino,Audax Italiano,0:2 (0:1),,"Santos  41'

Carrasco  77'"
"7 de abril de 2017, 20:00","Santa Laura, Santiago (Independencia)",Palestino,Universidad Católica,0:00,,
"19 de febrero de 2017, 20:30","Santa Laura, Santiago (Independencia)",Unión Española,Deportes Temuco,5:2 (3:2),"Hernández  7' ,  31'

Aránguiz  37'

Salom  49'

Gómez  55'","Ureña  10'

Martínez  32'"
"23 de abril de 2017, 20:30","Huachipato-CAP Acero, Talcahuano",Huachipato,Universidad de Concepción,0:00,,
"5 de marzo de 2017, 18:00","Nacional, Santiago (Ñuñoa)",Palestino,Universidad de Chile,1:3 (1:2),Caballero  17',"Mora  5' ,  27'

Rodríguez  75'"
"11 de marzo de 2017, 12:00","Elías Figueroa Brander, Valparaíso",Santiago Wanderers,Colo-Colo,0:2 (0:1),,"Vilches  5'

I. Morales  59'"
"11 de febrero de 2017, 20:30","Nacional, Santiago (Ñuñoa)",Universidad de Chile,Deportes Temuco,1:0 (1:0),Marín  11'  (a.g.),
"25 de febrero de 2017, 20:30","Municipal, Santiago (La Florida)",Audax Italiano,Huachipato,3:2 (2:1),"Riquelme  14'

Vallejos  35'

Ferreyra  79'","González  44'

Sepúlveda  53'  (pen.)"
"8 de abril de 2017, 12:00","Nacional, Santiago (Ñuñoa)",Universidad de Chile,Colo-Colo,2:2 (1:1),"Ubilla  23'

Mora  63'","Rivero  44' ,  75'"
"8 de abril de 2017, 20:30","Ester Roa Rebolledo, Concepción",Universidad de Concepción,Cobresal,4:0 (1:0),"Benítez  25'

Manríquez  52'  (pen.)

Meneses  65'

Soto  90+2'",
"12 de marzo de 2017, 20:30","Santa Laura, Santiago (Independencia)",Unión Española,Cobresal,3:0 (2:0),"Aránguiz  19'

Pinares  42'

Churín  87'  (pen.)",
"15 de abril de 2017, 20:30","Santa Laura, Santiago (Independencia)",Unión Española,Palestino,1:2 (1:0),Churín  33'  (pen.),"Carmona  66'

Luna  87'"
"19 de mayo de 2017, 20:00","Santa Laura, Santiago (Independencia)",Unión Española,Audax Italiano,1:1 (0:0),Salom  90',Meléndez  90+2'
"12 de febrero de 2017, 18:00","Monumental, Santiago (Macul)",Colo-Colo,Audax Italiano,4:0 (3:0),"Paredes  32' ,  38'

Suazo  42'

Fernández  63'",
"9 de abril de 2017, 12:00","Germán Becker, Temuco",Deportes Temuco,O'Higgins,2:0 (1:0),"Campana  15'

Martínez  60'  (pen.)",
"13 de mayo de 2017, 12:00","Elías Figueroa Brander, Valparaíso",Santiago Wanderers,Cobresal,1:1 (1:0),Opazo  6',Cantero  50'
"10 de marzo de 2017, 18:30","Germán Becker, Temuco",Deportes Temuco,Everton,0:2 (0:1),,"Cerato  17'

Almeida  90+2'"
"1 de abril de 2017, 20:30","San Carlos, Santiago (Las Condes)",Universidad Católica,Deportes Temuco,2:1 (0:1),"Kalinski  47'

Campana  75'  (a.g.)",Canío  19'
"20 de mayo de 2017, 20:00","Ester Roa Rebolledo, Concepción",Universidad de Concepción,Universidad Católica,0:00,,
"16 de abril de 2017, 15:30","Elías Figueroa Brander, Valparaíso",Santiago Wanderers,Deportes Temuco,1:2 (0:1),Parraguez  49',"Martínez  4'  (pen.)

Canales  84'"
"25 de febrero de 2017, 12:00","Calvo y Bascuñán, Antofagasta",Deportes Antofagasta,Palestino,1:1 (1:1),Araos  28',César  34'
"4 de marzo de 2017, 17:30","Monumental, Santiago (Macul)",Colo-Colo,Universidad Católica,2:0 (1:0),"Paredes  5'

Vilches  47'",
"23 de abril de 2017, 15:30","Lucio Fariña Fernández, Quillota",San Luis,Colo-Colo,1:0 (1:0),Lara  45+2',
"26 de febrero de 2017, 20:30","San Carlos, Santiago (Las Condes)",Universidad Católica,Unión Española,2:3 (0:1),"Cordero  47'

Gutiérrez  50'","Aránguiz  22'

Álvarez  52'  (a.g.)

Meneses  57'"
"15 de abril de 2017, 12:00","Cavancha, Iquique",Deportes Iquique,Huachipato,1:2 (0:2),Bielkewickz  71',"Sagal  28'

Sepúlveda  34'  (pen.)"
"9 de abril de 2017, 17:00","Lucio Fariña Fernández, Quillota",San Luis,Audax Italiano,1:0 (0:0),Ramírez  90+2',
"16 de abril de 2017, 18:00","Calvo y Bascuñán, Antofagasta",Deportes Antofagasta,Universidad de Chile,0:1 (0:1),,Mora  39'  (pen.)
"23 de abril de 2017, 12:00","Municipal, Santiago (La Cisterna)",Palestino,Cobresal,3:2 (2:0),"Caballero  15'

Vidal  45'

Silva  62'","Cantero  66'  (pen.)

Poblete  81'"
"4 de febrero de 2017, 12:00","Calvo y Bascuñán, Antofagasta",Deportes Antofagasta,Everton,0:2 (0:2),,"Orellana  3'

Echeverría  32'"
"13 de mayo de 2017, 18:00","San Carlos, Santiago (Las Condes)",Universidad Católica,Deportes Iquique,2:0 (1:0),"Manzano  34'

Kuscevic  83'",
"20 de mayo de 2017, 12:00","Cavancha, Iquique",Deportes Iquique,Deportes Temuco,0:00,,
"15 de abril de 2017, 15:30","Monumental, Santiago (Macul)",Colo-Colo,Universidad de Concepción,3:0 (0:0),"Rivero  51'

Paredes  57' ,  86'",
"10 de febrero de 2017, 18:00","El Cobre, El Salvador",Cobresal,Deportes Antofagasta,3:1 (0:1),"Sandoval  58'

Escalona  70'

Grondona  83'  (pen.)",Salinas  22'
"14 de mayo de 2017, 12:00","Germán Becker, Temuco",Deportes Temuco,Palestino,1:0 (0:0),Martínez  56',
"2 de abril de 2017, 18:00","Municipal, Santiago (La Florida)",Audax Italiano,O'Higgins,2:1 (2:1),"Drocco  39'

Vallejos  43'",Calandria  23'
"12 de febrero de 2017, 12:00","Sausalito, Viña del Mar",Everton,Universidad Católica,2:1 (2:0),"Morelo  9'  (pen.)

Orellana  20'",Buonanotte  67'  (pen.)
"13 de abril de 2017, 19:30","El Cobre, El Salvador",Cobresal,San Luis,1:2 (1:0),Romo  11',"Sagredo  48'  (pen.)

Escobar  62'"
"30 de abril de 2017, 18:00","Monumental, Santiago (Macul)",Colo-Colo,Palestino,0:00,,
"1 de abril de 2017, 15:30","El Cobre, El Salvador",Cobresal,Everton,1:1 (0:1),Gallegos  88',Morelo  26'  (pen.)
"8 de abril de 2017, 18:00","Sausalito, Viña del Mar",Everton,Deportes Iquique,0:00,,
"15 de abril de 2017, 18:00","El Teniente, Rancagua",O'Higgins,Everton,1:0 (0:0),Calandria  85',
"21 de abril de 2017, 20:00","San Carlos, Santiago (Las Condes)",Universidad Católica,O'Higgins,5:2 (2:2),"Lobos  4'

Espinosa  32' ,  52'

Gutiérrez  83'

Manzano  90+2'","Calandria  6'

Rolle  11'  (pen.)"
"22 de abril de 2017, 20:30","Sausalito, Viña del Mar",Everton,Audax Italiano,2:2 (1:2),"Ragusa  19'

Martínez  76'  (a.g.)","Miño  27'

Riquelme  45'"
"3 de marzo de 2017, 20:00","Santa Laura, Santiago (Independencia)",Unión Española,Huachipato,3:0 (2:0),"Jaime  4'

Churín  18'

Salom  73'",
"13 de mayo de 2017, 15:30","Municipal, Santiago (La Florida)",Audax Italiano,Universidad de Concepción,0:3 (0:3),,"Meneses  7' ,  21'

Barreto  24'"
"9 de abril de 2017, 19:30","Santa Laura, Santiago (Independencia)",Unión Española,Santiago Wanderers,1:0 (0:0),Jaime  73',
"7 de mayo de 2017, 14:45","Cavancha, Iquique",Deportes Iquique,Deportes Antofagasta,2:4 (0:2),"Bustamante  61'  (pen.)

Bielkiewicz  90+3'","Araos  5'

Ciampichetti  12' ,  70'

Droguett  90+5'"
"20 de mayo de 2017, 15:00","La Portada, La Serena",Cobresal,Colo-Colo,1:3 (1:1),Maldonado  24',"Rivero  11'

Paredes  69' ,  90+1'  (pen.)"
"11 de marzo de 2017, 17:30","Municipal, Santiago (La Cisterna)",Palestino,Deportes Iquique,0:2 (0:2),,"Torres  11'

Bustamante  28'"
"13 de mayo de 2017, 20:30","Lucio Fariña Fernández, Quillota",San Luis,Unión Española,3:2 (1:0),"Escobar  29' ,  71'

Gómez  90+2'","Pinares  52' ,  59'"
"17 de febrero de 2017, 17:00","Cavancha, Iquique",Deportes Iquique,Cobresal,3:1 (1:0),"Ramos  38' ,  54' ,  78'",Grondona  74'  (pen.)
"24 de febrero de 2017, 21:30","El Teniente, Rancagua",O'Higgins,Cobresal,4:1 (2:1),"Insaurralde  2' ,  53'

Fontanini  5'

Muñoz  57'",Grondona  29'
"6 de mayo de 2017, 15:30","Lucio Fariña Fernández, Quillota",San Luis,Deportes Temuco,1:1 (1:0),Césped  22'  (pen.),Martínez  59'
"24 de febrero de 2017, 19:00","Ester Roa Rebolledo, Concepción",Universidad de Concepción,Deportes Iquique,1:1 (1:1),Troncoso  1',Cubillos  18'
"18 de febrero de 2017, 12:00","Elías Figueroa Brander, Valparaíso",Santiago Wanderers,Universidad Católica,3:0 (1:0),"Parraguez  38' ,  90+3'

Farfán  86'",
"1 de abril de 2017, 18:00","Elías Figueroa Brander, Valparaíso",Santiago Wanderers,Palestino,5:2 (3:0),"Valenzuela  10'

Terans  13' ,  15'

Parraguez  69'

García  89'","Caballero  61'

Carmona  75'"
"12 de mayo de 2017, 20:00","Sausalito, Viña del Mar",Everton,Huachipato,2:0 (2:0),"Almeida  19'

Cerato  39'",
"18 de febrero de 2017, 20:00","Monumental, Santiago (Macul)",Colo-Colo,O'Higgins,2:1 (2:1),"Paredes  6' ,  19'",Insaurralde  30'
"17 de marzo de 2017, 18:30","Lucio Fariña Fernández, Quillota",San Luis,Palestino,2:2 (0:0),"Morales  87' ,  88'","Carmona  79'

Melo  82'"
"10 de febrero de 2017, 20:30","Lucio Fariña Fernández, Quillota",San Luis,Deportes Iquique,2:3 (2:0),"Abán  27'

Morales  45'","Bielkewickz  71'

Ramos  78'

Torres  90+3'"
"21 de mayo de 2017, 16:00","Calvo y Bascuñán, Antofagasta",Deportes Antofagasta,O'Higgins,0:00,,
"26 de febrero de 2017, 12:00","Germán Becker, Temuco",Deportes Temuco,Colo-Colo,2:2 (0:1),"Gutiérrez  67'

Campana  69'","Vilches  30'

P. Morales  55'"
"18 de mayo de 2017, 15:30","Huachipato-CAP Acero, Talcahuano",Huachipato,Santiago Wanderers,1:4 (1:0),González  9',"Farfán  70' ,  78' ,  83'

García  90+1'"
"5 de febrero de 2017, 20:00","San Carlos, Santiago (Las Condes)",Universidad Católica,San Luis,1:0 (0:0),Buonanotte  86'  (pen.),
"11 de febrero de 2017, 12:00","Huachipato-CAP Acero, Talcahuano",Huachipato,Palestino,3:2 (3:0),"Huerta  6'

González  31'

Povea  42'","Valencia  48'  (pen.),  77'"
"30 de abril de 2017, 15:30","Calvo y Bascuñán, Antofagasta",Deportes Antofagasta,Audax Italiano,1:0 (1:0),Corral  44'  (pen.),
