teams,teams-href,Nº,Nombre y apellidos,Nac.,Fecha y lugar de nac.,Posición,html table
"Universidad de Concepción","http://www.sifup.cl/planteles/universidad-de-concepcion/","","","","","","<tbody>
<tr>
<th style=""text-align: center;"">Nº</th>
<th style=""text-align: center;"">Nombre y apellidos</th>
<th style=""text-align: center;"">Nac.</th>
<th style=""text-align: center;"">Fecha y lugar de nac.</th>
<th style=""text-align: center;"">Posición</th>
</tr>
<tr>
<td style=""text-align: center;"">22</td>
<td>Pablo BENÍTEZ Alveal</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>11.12.96, Los Ángeles</td>
<td>Arquero</td>
</tr>
<tr>
<td style=""text-align: center;"">12</td>
<td>Daniel CASTILLO Lavín&nbsp;<a href=""https://twitter.com/Castle25Daniel"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>23.10.90, Concepción</td>
<td>Arquero</td>
</tr>
<tr>
<td style=""text-align: center;"">1</td>
<td>Cristián MUÑOZ&nbsp;Bucolo *</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>01.07.77, Junín/ARG</td>
<td>Arquero</td>
</tr>
<tr>
<td style=""text-align: center;"">5</td>
<td>Francisco ALARCÓN Cruz</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>25.02.90, Las Condes</td>
<td>Central</td>
</tr>
<tr>
<td style=""text-align: center;"">4</td>
<td>Gustavo MENCIA Ávalos</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/py.gif"" alt=""py"" width=""16"" height=""11"">&nbsp;PAR</td>
<td>05.07.88, Alto Paraná</td>
<td>Central</td>
</tr>
<tr>
<td style=""text-align: center;"">3</td>
<td>Waldo PONCE Carrizo&nbsp;<a href=""https://twitter.com/waldoponce3"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>04.12.82, Los Andes</td>
<td>Central</td>
</tr>
<tr>
<td style=""text-align: center;"">13</td>
<td>Felipe MUÑOZ Flores</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>04.04.85, Santiago</td>
<td>Central</td>
</tr>
<tr>
<td style=""text-align: center;"">-</td>
<td>Alexis Maximiliano MACHUCA</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td>10.05.90, Rosario</td>
<td>Central</td>
</tr>
<tr>
<td style=""text-align: center;"">16</td>
<td>Héctor BERRÍOS Ibarra</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>18.10.86, Melipilla</td>
<td>Lateral der.</td>
</tr>
<tr>
<td style=""text-align: center;"">14</td>
<td>Guillermo PACHECO Tudela</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>10.03.89, Quilpué</td>
<td>Lateral der.</td>
</tr>
<tr>
<td style=""text-align: center;"">&nbsp;19</td>
<td>Ronald DE LA FUENTE Arias&nbsp;<a href=""https://twitter.com/Ronaldelafuent"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>25.01.91, Talcahuano</td>
<td>Lateral izq.</td>
</tr>
<tr>
<td style=""text-align: center;"">&nbsp;17</td>
<td>Esteban FLORES Martínez</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>07.04.92, Concepción</td>
<td>Lateral izq.</td>
</tr>
<tr>
<td style=""text-align: center;"">2</td>
<td>Diego SOTO Riffo</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>22.10.98, Yumbel</td>
<td>Lateral izq.</td>
</tr>
<tr>
<td style=""text-align: center;"">6</td>
<td>Alejandro CAMARGO Osses *</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>12.06.86,&nbsp;Mendoza/ARG</td>
<td>Volante def.</td>
</tr>
<tr>
<td style=""text-align: center;"">15</td>
<td>Michael LEPE Labraña</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>20.09.85, Concepción</td>
<td>Volante def.</td>
</tr>
<tr>
<td style=""text-align: center;"">21</td>
<td>Fernando MANRÍQUEZ Hernández</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>01.02.84,&nbsp;La Granja</td>
<td>Volante def.</td>
</tr>
<tr>
<td style=""text-align: center;"">20</td>
<td>Francisco PORTILLO Maidana</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/py.gif"" alt=""py"" width=""16"" height=""11"">&nbsp;PAR</td>
<td>24.07.87, Santiago (Mi)</td>
<td>Volante def.</td>
</tr>
<tr>
<td style=""text-align: center;"">8</td>
<td>Luis Giovanni ASKEN Riquelme</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>26.10.96, Lota</td>
<td>Volante mix.</td>
</tr>
<tr>
<td style=""text-align: center;"">23</td>
<td>Renato GONZÁLEZ de la Hoz</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>19.02.90, Santiago</td>
<td>Volante ofe.</td>
</tr>
</tbody>
<tbody>
<tr>
<td style=""text-align: center;"">10</td>
<td>Jorge LUNA Vacca</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td>14.12.86, Tigre</td>
<td>Volante&nbsp;ofe.</td>
</tr>
<tr>
<td style=""text-align: center;"">7</td>
<td>Jean MENESES Villarroel&nbsp;<a href=""https://twitter.com/JeanMeneses2"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>13.01.93, Santiago</td>
<td>Volante ofe.</td>
</tr>
<tr>
<td style=""text-align: center;"">11</td>
<td>Jorge TRONCOSO Ramírez&nbsp;<a title=""Cuenta Twitter de Jorge Troncoso"" href=""https://twitter.com/JorgeTroncoso_"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>13.01.93, Santiago</td>
<td>Volante ofe.</td>
</tr>
<tr>
<td style=""text-align: center;"">24</td>
<td>Jonathan Óscar BENÍTEZ</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td>04.09.91, Corrientes</td>
<td>Volante izq.</td>
</tr>
<tr>
<td style=""text-align: center;"">-</td>
<td>Gonzalo BARRETO Mastropierro</td>
<td style=""text-align: center;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/uy.gif"" alt=""uy"" width=""12"" height=""8"">&nbsp;URU</td>
<td>22.01.92, Treinta y Tres</td>
<td>Delantero</td>
</tr>
<tr>
<td style=""text-align: center;"">25</td>
<td>Felipe FRITZ Saldías</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>23.09.97, Coronel</td>
<td>Delantero</td>
</tr>
<tr>
<td style=""text-align: center;"">18</td>
<td>Renato TARIFEÑO Aranda</td>
<td style=""text-align: center;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td>06.09.96, Coquimbo</td>
<td>Delantero</td>
</tr>
</tbody>"
"Universidad de Chile","http://www.sifup.cl/planteles/universidad-de-chile/","26","Danilo CATALÁN Córdova","CHI","19.11.97, Maipú","Vol. def./lat. izq.",""
"Universidad de Concepción","http://www.sifup.cl/planteles/universidad-de-concepcion/","12","Daniel CASTILLO Lavín","CHI","23.10.90, Concepción","Arquero",""
"Palestino","http://www.sifup.cl/planteles/palestino/","16","Richard PAREDES Moraga","CHI","04.12.97","Delantero",""
"Colo Colo","http://www.sifup.cl/planteles/colo-colo/","27","Cristián GUTIÉRREZ Zúñiga","CHI","18.02.97, Quebec/CAN","Lateral izq.",""
"Universidad de Chile","http://www.sifup.cl/planteles/universidad-de-chile/","11","Sebastián UBILLA Cambón","CHI","09.08.90, Quilpué","Delantero",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","5","Fabián MANZANO Pérez","CHI","13.01.94, Los Andes","Volante def.",""
"Huachipato FC","http://www.sifup.cl/planteles/huachipato/","16","José BIZAMA Venegas","CHI","25.06.94, Curanilahue","Cen./lat. der.",""
"Universidad de Concepción","http://www.sifup.cl/planteles/universidad-de-concepcion/","16","Héctor BERRÍOS Ibarra","CHI","18.10.86, Melipilla","Lateral der.",""
"Universidad de Chile","http://www.sifup.cl/planteles/universidad-de-chile/","7","Leandro BENEGAS Gómez","ARG","27.11.88, Godoy Cruz","Delantero",""
"Palestino","http://www.sifup.cl/planteles/palestino/","9","Jason SILVA Pérez","CHI","13.02.91, Santiago","Volante mix.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","-","Nicolás PEÑAILILLO Acuña","CHI","13.06.91, Viña del Mar","Lateral izq.",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","14","David LLANOS Almonacid","CHI","27.07.89, Talcahuano","Delantero",""
"Audax Italiano","http://www.sifup.cl/planteles/audax-italiano/","16","Hans MARTÍNEZ Cabrera","CHI","04.01.87, Maipú","Central",""
"Colo Colo","http://www.sifup.cl/planteles/colo-colo/","28","Felipe CAMPOS Mosqueira","CHI","08.11.93, Renca","Lateral der.",""
